0,2,374.526,-145.03
0,3,1963.16,-145.03
0,4,824.894,-145.03
0,5,988.749,-145.03
0,6,700.559,-145.03
0,7,714.959,-145.03
0,8,885.684,-145.03
0,9,785.116,-145.03
0,10,384.433,-145.03
0,11,516.773,-145.03
0,12,1037.55,-145.03
0,13,906.384,-145.03
0,14,797.046,-145.03
0,15,981.728,-145.03
0,16,1064.1,-145.03
0,17,709.587,-145.03
0,18,573.93,-145.03
0,19,421.387,-145.03
0,20,574.289,-145.03
0,21,453.893,-145.03
0,22,642.294,-145.03
0,23,1160.24,-145.03
0,24,972.836,-145.03
0,25,1213.24,-145.03
0,26,931.927,-145.03
0,27,728.606,-145.03
0,28,948.997,-145.03
0,29,968.65,-145.03
0,30,898.262,-145.03
0,31,1150.76,-145.03
0,32,1008.39,-145.03
0,33,1116.22,-145.03
0,34,1139.69,-145.03
0,35,1086.34,-145.03
0,36,788.308,-145.03
0,37,1432.63,-145.03
0,38,1012.27,-145.03
0,39,1361.64,-145.03
0,40,1210.43,-145.03
0,41,1321.55,-145.03
0,42,1350.96,-145.03
0,43,1141.99,-145.03
0,44,1224.08,-145.03
0,45,1161.44,-145.03
0,46,935.621,-145.03
0,47,968.356,-145.03
0,48,1372.44,-145.03
0,49,1144.41,-145.03
0,50,1197.51,-145.03
0,51,1217.18,-145.03
0,52,1353.91,-145.03
0,53,1292.82,-145.03
0,54,1553.26,-145.03
0,55,1355.12,-145.03
0,56,1242.38,-145.03
0,57,1660.23,-145.03
0,58,1488.32,-145.03
0,59,1290.48,-145.03
0,60,1291.94,-145.03
0,61,1740.8,-145.03
0,62,1409.44,-145.03
0,63,1742.3,-145.03
0,64,1472.92,-145.03
0,65,1172.19,-145.03
0,66,1475.58,-145.03
0,67,2194.65,-145.03
0,68,2128.49,-145.03
0,69,1717.46,-145.03
0,70,1383.68,-145.03
0,71,2140.66,-145.03
0,72,1892.22,-145.03
0,73,1810.22,-145.03
0,74,1908.37,-145.03
0,75,2088.65,-145.03
0,76,1984.93,-145.03
0,77,2028.51,-145.03
0,78,2124.51,-145.03
0,79,1948.42,-145.03
0,80,1435.61,-145.03
0,81,2268.54,-145.03
0,82,2252.53,-145.03
0,83,1958.17,-145.03
0,84,2198.9,-145.03
0,85,2244.79,-145.03
0,86,2603.65,-145.03
0,87,1804.82,-145.03
0,88,2242.62,-145.03
0,89,1901.42,-145.03
0,90,2400.72,-145.03
0,91,2175.75,-145.03
0,92,2560.42,-145.03
0,93,2325.51,-145.03
0,94,2418.46,-145.03
0,95,2387.07,-145.03
0,96,2777.08,-145.03
1,2,8.45E-05,-145.03
1,3,6.76E-05,-145.03
1,4,0.000123721,-145.03
1,5,7.27E-05,-145.03
1,6,9.56E-05,-145.03
1,7,7.53E-05,-145.03
1,8,9.82E-05,-145.03
1,9,7.80E-05,-145.03
1,10,8.07E-05,-145.03
1,11,4.64E-05,-145.03
1,12,8.78E-05,-145.03
1,13,6.59E-05,-145.03
1,14,6.26E-05,-145.03
1,15,0.000118714,-145.03
1,16,5.32E-05,-145.03
1,17,6.39E-05,-145.03
1,18,6.02E-05,-145.03
1,19,4.99E-05,-145.03
1,20,3.40E-05,-145.03
1,21,4.62E-05,-145.03
1,22,4.85E-05,-145.03
1,23,3.49E-05,-145.03
1,24,3.98E-05,-145.03
1,25,3.13E-05,-145.03
1,26,2.92E-05,-145.03
1,27,3.04E-05,-145.03
1,28,2.43E-05,-145.03
1,29,1.81E-05,-145.03
1,30,1.90E-05,-145.03
1,31,1.18E-05,-145.03
1,32,1.14E-05,-145.03
1,33,9.85E-06,-145.03
1,34,6.78E-06,-145.03
1,35,7.48E-06,-145.03
1,36,7.61E-06,-145.03
1,37,4.86E-06,-145.03
1,38,6.19E-06,-145.03
1,39,5.08E-06,-145.03
1,40,4.35E-06,-145.03
1,41,3.28E-06,-145.03
1,42,5.41E-06,-145.03
1,43,2.67E-06,-145.03
1,44,3.17E-06,-145.03
1,45,3.81E-06,-145.03
1,46,3.62E-06,-145.03
1,47,2.99E-06,-145.03
1,48,2.97E-06,-145.03
1,49,2.87E-06,-145.03
1,50,2.58E-06,-145.03
1,51,2.41E-06,-145.03
1,52,2.46E-06,-145.03
1,53,2.91E-06,-145.03
1,54,2.67E-06,-145.03
1,55,2.50E-06,-145.03
1,56,2.60E-06,-145.03
1,57,2.71E-06,-145.03
1,58,3.49E-06,-145.03
1,59,2.74E-06,-145.03
1,60,2.57E-06,-145.03
1,61,2.36E-06,-145.03
1,62,2.35E-06,-145.03
1,63,2.50E-06,-145.03
1,64,1.83E-06,-145.03
1,65,2.69E-06,-145.03
1,66,2.08E-06,-145.03
1,67,2.51E-06,-145.03
1,68,2.21E-06,-145.03
1,69,2.35E-06,-145.03
1,70,1.93E-06,-145.03
1,71,2.03E-06,-145.03
1,72,1.70E-06,-145.03
1,73,2.45E-06,-145.03
1,74,2.07E-06,-145.03
1,75,1.83E-06,-145.03
1,76,2.33E-06,-145.03
1,77,2.04E-06,-145.03
1,78,1.91E-06,-145.03
1,79,1.97E-06,-145.03
1,80,2.03E-06,-145.03
1,81,1.98E-06,-145.03
1,82,2.08E-06,-145.03
1,83,1.87E-06,-145.03
1,84,1.70E-06,-145.03
1,85,1.94E-06,-145.03
1,86,1.82E-06,-145.03
1,87,1.73E-06,-145.03
1,88,1.69E-06,-145.03
1,89,1.81E-06,-145.03
1,90,1.67E-06,-145.03
1,91,1.63E-06,-145.03
1,92,1.69E-06,-145.03
1,93,1.63E-06,-145.03
1,94,1.55E-06,-145.03
1,95,1.47E-06,-145.03
1,96,1.47E-06,-145.03
2,2,0.117763,-145.03
2,3,0.158891,-145.03
2,4,-0.0274678,-145.03
2,5,0.0162954,-145.03
2,6,0.0312089,-145.03
2,7,-0.00538948,-145.03
2,8,-0.000622753,-145.03
2,9,0.0135196,-145.03
2,10,-0.00138085,-145.03
2,11,0.00479048,-145.03
2,12,0.0207068,-145.03
2,13,0.00120377,-145.03
2,14,0.0119212,-145.03
2,15,-0.00567973,-145.03
2,16,0.0116821,-145.03
2,17,0.00624246,-145.03
2,18,-0.00233262,-145.03
2,19,0.00292766,-145.03
2,20,0.00397656,-145.03
2,21,0.00327644,-145.03
2,22,-0.00191273,-145.03
2,23,0.00112643,-145.03
2,24,0.00102333,-145.03
2,25,0.00258757,-145.03
2,26,0.000790709,-145.03
2,27,0.000769956,-145.03
2,28,0.00291286,-145.03
2,29,-0.000226041,-145.03
2,30,-0.000339789,-145.03
2,31,-0.000801649,-145.03
2,32,0.00339694,-145.03
2,33,0.00262846,-145.03
2,34,-2.95E-05,-145.03
2,35,0.00032019,-145.03
2,36,-0.000353208,-145.03
2,37,0.00070239,-145.03
2,38,-0.000611844,-145.03
2,39,-0.000231733,-145.03
2,40,0.000309349,-145.03
2,41,0.000291833,-145.03
2,42,0.000212126,-145.03
2,43,0.000159782,-145.03
2,44,-0.000455377,-145.03
2,45,0.000438882,-145.03
2,46,0.000251054,-145.03
2,47,-7.80E-05,-145.03
2,48,0.000937154,-145.03
2,49,0.000243137,-145.03
2,50,-0.000111012,-145.03
2,51,-8.70E-05,-145.03
2,52,-0.000193051,-145.03
2,53,-0.000213548,-145.03
2,54,2.82E-07,-145.03
2,55,-8.78E-05,-145.03
2,56,-0.000127071,-145.03
2,57,0.000181661,-145.03
2,58,0.000647669,-145.03
2,59,-0.000364805,-145.03
2,60,-6.75E-05,-145.03
2,61,-0.000354352,-145.03
2,62,0.000281874,-145.03
2,63,8.32E-05,-145.03
2,64,-0.000130742,-145.03
2,65,-4.49E-05,-145.03
2,66,-4.89E-06,-145.03
2,67,0.000418834,-145.03
2,68,-0.000189144,-145.03
2,69,0.000166769,-145.03
2,70,0.000106508,-145.03
2,71,0.000456699,-145.03
2,72,0.000145884,-145.03
2,73,0.000182254,-145.03
2,74,0.000174282,-145.03
2,75,-2.85E-05,-145.03
2,76,0.000196679,-145.03
2,77,0.000174234,-145.03
2,78,0.000273219,-145.03
2,79,-4.88E-05,-145.03
2,80,0.000180049,-145.03
2,81,0.000101946,-145.03
2,82,-0.000216149,-145.03
2,83,-0.000159775,-145.03
2,84,0.000246222,-145.03
2,85,8.88E-05,-145.03
2,86,0.000367239,-145.03
2,87,-2.98E-06,-145.03
2,88,-2.49E-06,-145.03
2,89,0.000259573,-145.03
2,90,3.17E-05,-145.03
2,91,6.54E-05,-145.03
2,92,9.38E-05,-145.03
2,93,0.000102887,-145.03
2,94,-5.76E-05,-145.03
2,95,7.10E-05,-145.03
2,96,-0.00019626,-145.03